product_id,title,authors,original_price,current_price,quantity,category,n_review,avg_rating,pages,manufacturer,cover_link,summary,group_scores,primary_group,group_score
198198474,Gửi Bạn Người Có Trái Tim Vô Cùng Nhạy Cảm,Jeon Hong Jin,108000,59500,412.0,Sách hướng nghiệp - Kỹ năng mềm,31,5.0,342,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/a6/5a/97/e5b221c15e6636148ddabbd7c2dcb5c0.jpg,,"{'Chinh phục': 0.22222222222222215, 'Kiến tạo': 0.2121212121212121, 'Tri thức': 0.0, 'Tự do': 0.5656565656565656, 'Kết nối': 0.0, 'Đa động lực': 0.0}",Tự do,0.5656565656565656
7982628,Suối Nguồn (Tái Bản),Ayn Rand,355000,256200,10952.0,Tiểu Thuyết,1251,4.8,,,https://salt.tikicdn.com/ts/product/4b/8b/7b/a50779f09d8ea83a225d2048e583a73b.jpg,,"{'Chinh phục': 0.17645426067647407, 'Kiến tạo': 0.18698023495993282, 'Tri thức': 0.1082517149768032, 'Tự do': 0.2127184049544175, 'Kết nối': 0.17486815496252825, 'Đa động lực': 0.14072722946984417}",Đa động lực,0.14072722946984417
205148091,Kỳ Án Siêu Nhiên - Tập 02,Kyo Shirodaira,35000,28000,137.0,Kỳ Án Siêu Nhiên - Tập 02,7,4.3,200,NXB Trẻ,https://salt.tikicdn.com/ts/product/97/bb/a1/9904ef905edd9516349626586882b064.jpg,,"{'Chinh phục': 0.11907983761840325, 'Kiến tạo': 0.34100135317997293, 'Tri thức': 0.0, 'Tự do': 0.4262516914749661, 'Kết nối': 0.11366711772665766, 'Đa động lực': 0.0}",Tự do,0.4262516914749661
103550551,Hung Khí Hoàn Mỹ,Higashino Keigo,150000,90000,2105.0,Truyện trinh thám,494,4.8,300,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/33/a2/1b/dbd76d2b6224a939832cd8a378b94b51.jpg,,"{'Chinh phục': 0.1998250689631972, 'Kiến tạo': 0.2537341048240597, 'Tri thức': 0.061225862880979615, 'Tự do': 0.2537341048240597, 'Kết nối': 0.12009688488192155, 'Đa động lực': 0.11138397362578213}",Đa động lực,0.11138397362578213
205756958,Blue Flag Tập 7 [Tặng Kèm Bookmark PVC],Kaito,45000,45000,94.0,Blue Flag Tập 7 [Tặng Kèm Bookmark PVC],4,5.0,244,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/8e/39/16/e80b59289525ddd27ed7615e798c1f2a.jpg,,"{'Chinh phục': 0.0, 'Kiến tạo': 0.0, 'Tri thức': 0.0, 'Tự do': 0.0, 'Kết nối': 0.0, 'Đa động lực': 0.0}",Đa động lực,0.0
193605362,Ali Và NiNo,Kurban Said,125000,75000,250.0,Tiểu Thuyết,26,4.8,208,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/82/1d/55/2005a03058c1c9404f669191d9772408.jpg,,"{'Chinh phục': 0.09286618826509074, 'Kiến tạo': 0.13296749683410722, 'Tri thức': 0.08864499788940482, 'Tự do': 0.3250316589278177, 'Kết nối': 0.13296749683410722, 'Đa động lực': 0.2275221612494724}",Tự do,0.3250316589278177
206308042,Câu chuyện pháp luật và hình phạt theo dòng thời gian,Jiří Linhart,108000,64800,79.0,Kiến thức - Bách khoa,3,5.0,58,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/1a/c7/55/afbccd0c0e753ac2a45b0a9def949d91.jpg,,"{'Chinh phục': 0.13698630136986298, 'Kiến tạo': 0.0, 'Tri thức': 0.13075965130759648, 'Tự do': 0.34869240348692404, 'Kết nối': 0.0, 'Đa động lực': 0.3835616438356165}",Đa động lực,0.3835616438356165
91947689,7 Thói Quen Hiệu Quả (The 7 Habits Of Highly Effective People) (Tái Bản),Stephen R. Covey,250000,199000,304.0,Sách kỹ năng làm việc,40,5.0,536,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/ts/product/98/17/52/65c2b707a53f2cdbbf206c3503eddd47.png,,"{'Chinh phục': 0.21601044397880487, 'Kiến tạo': 0.18776123660219632, 'Tri thức': 0.08293747874452843, 'Tự do': 0.22116660998540913, 'Kết nối': 0.11979858040876329, 'Đa động lực': 0.17232565028029798}",Đa động lực,0.17232565028029798
201003776,Dưới Hiên Nhà Bà Già Đọc Boyslove - 5,Tsurutani Kaori,58000,49200,234.0,Dưới Hiên Nhà Bà Già Đọc Boyslove - 5,25,5.0,178,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/35/80/5f/335b943722f10db1e1242cf647361d7d.jpg,,"{'Chinh phục': 0.07352941176470588, 'Kiến tạo': 0.2807486631016043, 'Tri thức': 0.07018716577540107, 'Tự do': 0.3509358288770053, 'Kết nối': 0.07018716577540107, 'Đa động lực': 0.15441176470588236}",Tự do,0.3509358288770053
106318762,Sách ID Tiếng ANh cho người mới bắt đầu- Cô Trang Anh,Trang Anh,149000,129000,2126.0,Sách Học Tiếng Anh,493,4.7,466,ĐHQG Hà Nội,https://salt.tikicdn.com/ts/product/c0/e6/cf/a0feaf68ab6e5ad5f8e628d07f882469.jpg,,"{'Chinh phục': 0.10665373894073446, 'Kiến tạo': 0.199506609169563, 'Tri thức': 0.12397324273499598, 'Tự do': 0.21264284681035733, 'Kết nối': 0.16666601506757736, 'Đa động lực': 0.1905575472767719}",Đa động lực,0.1905575472767719
203910491,"UNNAMED MEMORY – Hồi ức không tên
(Tập 1: Nguyệt lam phù thuỷ và hoàng tử bị nguyền rủa)",Kuji Furumiya,139000,102800,200.0,"UNNAMED MEMORY – Hồi ức không tên
(Tập 1: Nguyệt lam phù thuỷ và hoàng tử bị nguyền rủa)",42,4.8,464,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/75/1b/bd/85d43a9815523cbf0658c7084d0f79f0.jpg,,"{'Chinh phục': 0.0, 'Kiến tạo': 0.6666666666666666, 'Tri thức': 0.0, 'Tự do': 0.3333333333333333, 'Kết nối': 0.0, 'Đa động lực': 0.0}",Kiến tạo,0.6666666666666666
205986070,Anh Em Phi Hành Gia - Tập 38,Chuya Koyama,45000,36000,93.0,Anh Em Phi Hành Gia - Tập 38,3,5.0,204,NXB Trẻ,https://salt.tikicdn.com/ts/product/6b/b6/c4/e96295ef6c4dc6c2c1ae0764c62e02db.jpg,,"{'Chinh phục': 0.29119788219722037, 'Kiến tạo': 0.13898080741230975, 'Tri thức': 0.13898080741230975, 'Tự do': 0.13898080741230975, 'Kết nối': 0.13898080741230975, 'Đa động lực': 0.15287888815354073}",Đa động lực,0.15287888815354073
145279201,Sách Đường Xưa Mây Trắng - Theo Gót Chân Bụt (Tái bản năm 2020) (Bìa mềm/ Câu Chuyện Thú Vị Về Bụt/ Tặng Kèm Bookmark),,270500,270500,230.0,Sách Đường Xưa Mây Trắng - Theo Gót Chân Bụt (Tái bản năm 2020) (Bìa mềm/ Câu Chuyện Thú Vị Về Bụt/ Tặng Kèm Bookmark),22,5.0,,Nhà Xuất Bản Hồng Đức,https://salt.tikicdn.com/ts/product/d3/c5/41/af74872ab5210e3ea1618e83c8f94eb5.jpg,,"{'Chinh phục': 0.3560477001703578, 'Kiến tạo': 0.21465076660988072, 'Tri thức': 0.0, 'Tự do': 0.21465076660988072, 'Kết nối': 0.21465076660988072, 'Đa động lực': 0.0}",Chinh phục,0.3560477001703578
76014598,Blue Ocean Strategy - Chiến Lược Đại Dương Xanh (Bìa Cứng) (Tái Bản),W.Chan Kim,239000,156000,1620.0,"Sách quản trị, lãnh đạo",242,4.8,344,Nhà Xuất Bản Công Thương,https://salt.tikicdn.com/ts/product/26/50/bc/4c256f7ef7671d65ee3c2117ac10b901.jpg,,"{'Chinh phục': 0.3073130649137223, 'Kiến tạo': 0.1552999178307313, 'Tri thức': 0.19474116680361545, 'Tự do': 0.14790468364831552, 'Kết nối': 0.08627773212818408, 'Đa động lực': 0.1084634346754314}",Chinh phục,0.3073130649137223
5154645,Ở Quán Cà Phê Của Tuổi Trẻ Lạc Lối (Tái Bản),,59000,35400,2563.0,Truyện ngắn - Tản văn - Tạp Văn,341,4.8,153,,https://salt.tikicdn.com/ts/product/f4/95/89/e31e516898b3e30a9ff5abc092e85d5c.jpg,,"{'Chinh phục': 0.1302157368094814, 'Kiến tạo': 0.2006366309823971, 'Tri thức': 0.07829722184678911, 'Tự do': 0.2309768044480279, 'Kết nối': 0.16931774224368146, 'Đa động lực': 0.19055586366962304}",Đa động lực,0.19055586366962304
8835159,Đời Ngắn Đừng Ngủ Dài (Tái Bản),Robin Sharma,75000,55500,44164.0,Sách tư duy - Kỹ năng sống,3073,4.8,228,,https://salt.tikicdn.com/ts/product/d4/cc/86/2a060e2ba9e84005fe5fe2fa617b57ee.jpg,,"{'Chinh phục': 0.19552431566489517, 'Kiến tạo': 0.1752968864608974, 'Tri thức': 0.10536713121504074, 'Tự do': 0.23199668801159193, 'Kết nối': 0.11717958987143545, 'Đa động lực': 0.17463538877613927}",Đa động lực,0.17463538877613927
181699664,Những Ngã Tư Và Những Cột Đèn,Trần Dần,200000,160000,567.0,Truyện ngắn - Tản văn - Tạp Văn,87,5.0,650,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/c5/17/2a/c89f2dc751b1e1964206ba33466bdf98.jpg,,"{'Chinh phục': 0.18546015384762765, 'Kiến tạo': 0.27359204513885566, 'Tri thức': 0.08851507342727682, 'Tự do': 0.17703014685455365, 'Kết nối': 0.12271407906963377, 'Đa động lực': 0.15268850166205253}",Đa động lực,0.15268850166205253
203957932,Chào Mừng Đến Lớp Học Đề Cao Thực Lực - 4,Kinugasa Syougo,120000,95900,245.0,Light novel,29,5.0,356,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/86/15/5d/b24e0a27c9bef0b3d53a784f95492e88.jpg,,"{'Chinh phục': 0.14322916666666666, 'Kiến tạo': 0.2506510416666667, 'Tri thức': 0.068359375, 'Tự do': 0.3190104166666667, 'Kết nối': 0.068359375, 'Đa động lực': 0.150390625}",Tự do,0.3190104166666667
205148090,Shaman King - Tập 21,Hiroyuki Takei,35000,30400,145.0,Shaman King - Tập 21,6,4.3,200,NXB Trẻ,https://salt.tikicdn.com/ts/product/14/89/84/b6270a741c09159c76ad41602e5c34cf.jpg,,"{'Chinh phục': 0.5827814569536425, 'Kiến tạo': 0.4172185430463576, 'Tri thức': 0.0, 'Tự do': 0.0, 'Kết nối': 0.0, 'Đa động lực': 0.0}",Chinh phục,0.5827814569536425
136143567,Thần Số Học,Hans Decoz,219000,153000,1339.0,Sách Chiêm Tinh - Horoscope,199,4.8,392,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/58/ef/43/7ce160568e9fa737f73e7ef0613ad15d.jpg,,"{'Chinh phục': 0.10984895768318562, 'Kiến tạo': 0.19348395955561104, 'Tri thức': 0.1485457495943078, 'Tự do': 0.23717388590687802, 'Kết nối': 0.15853201847459744, 'Đa động lực': 0.15241542878542005}",Đa động lực,0.15241542878542005
203231465,Cơ Duyên Của Cáo,Minazuki Akira,199000,147000,221.0,Tranh Truyện,50,5.0,164,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/9a/ec/88/af0a9726015c74a851af109570002c56.jpg,,"{'Chinh phục': 0.08210104025749872, 'Kiến tạo': 0.41878527779073565, 'Tri thức': 0.019592293697812197, 'Tự do': 0.35021224984839294, 'Kết nối': 0.10775761533796707, 'Đa động lực': 0.021551523067593416}",Kiến tạo,0.41878527779073565
168662171,Vừa Nhắm Mắt Vừa Mở Cửa Số,Nguyễn Ngọc Thuần,75000,55000,822.0,Văn học thiếu nhi,79,5.0,192,NXB Trẻ,https://salt.tikicdn.com/ts/product/c5/3f/9b/231139a300c4a1d120c619b860da1449.jpg,,"{'Chinh phục': 0.06563408994853691, 'Kiến tạo': 0.2540834845735027, 'Tri thức': 0.08875518981677151, 'Tự do': 0.17751037963354302, 'Kết nối': 0.20535514506625566, 'Đa động lực': 0.20866171096139027}",Đa động lực,0.20866171096139027
73553829,"Làm Cha Mẹ Tỉnh Thức - Chuyển Hóa Bản Thân, Trao Quyền Cho Con Cái",Tiến sĩ Shefali Tsabary,139000,97300,6162.0,Sách Làm Cha Mẹ,743,5.0,312,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/6a/e9/2b/289d22b590022a62cf4ae74506bfb2b3.jpg,,"{'Chinh phục': 0.18996390402717817, 'Kiến tạo': 0.1783565715903461, 'Tri thức': 0.12782220963974805, 'Tự do': 0.20808266685540378, 'Kết nối': 0.14863047632528842, 'Đa động lực': 0.14714417156203555}",Đa động lực,0.14714417156203555
121185870,Và Rồi Núi Vọng,Khaled Hosseini,148000,88800,1089.0,Tiểu Thuyết,224,5.0,512,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/df/36/d9/b067ce3b894d2d1c3192ea78682f690b.jpg,,"{'Chinh phục': 0.2734401482452374, 'Kiến tạo': 0.14711531942780956, 'Tri thức': 0.061693521050371736, 'Tự do': 0.24202842873607375, 'Kết nối': 0.1660979412894624, 'Đa động lực': 0.10962464125104518}",Đa động lực,0.10962464125104518
207398364,"Gửi Em, Người Bất Tử - Tập 16",Yoshitoki Oima,30000,26100,53.0,"Gửi Em, Người Bất Tử - Tập 16",4,5.0,192,NXB Trẻ,https://salt.tikicdn.com/ts/product/5c/5a/00/80648042a85c3468539a4dd1a4a93291.jpg,,"{'Chinh phục': 0.34375, 'Kiến tạo': 0.328125, 'Tri thức': 0.0, 'Tự do': 0.328125, 'Kết nối': 0.0, 'Đa động lực': 0.0}",Chinh phục,0.34375
93249305,Tư Duy Nhanh Và Chậm (Bản mới nhất 2020),Daniel Kahneman,269000,174850,874.0,Bài học kinh doanh,182,4.8,612,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/a4/a4/32/ab9064871804d5ebfe07a39b9b431519.jpg,,"{'Chinh phục': 0.09415058494150584, 'Kiến tạo': 0.2838916108389162, 'Tri thức': 0.19654034596540348, 'Tự do': 0.16714328567143286, 'Kết nối': 0.09659034096590342, 'Đa động lực': 0.1616838316168383}",Đa động lực,0.1616838316168383
205148096,"Gửi Em, Người Bất Tử - Tập 15",Yoshitoki Oima,30000,26100,119.0,"Gửi Em, Người Bất Tử - Tập 15",6,5.0,200,NXB Trẻ,https://salt.tikicdn.com/ts/product/35/4f/97/9282ff4f91e0a6c69e64c006ed69aec4.jpg,,"{'Chinh phục': 0.0, 'Kiến tạo': 0.6666666666666667, 'Tri thức': 0.0, 'Tự do': 0.33333333333333337, 'Kết nối': 0.0, 'Đa động lực': 0.0}",Kiến tạo,0.6666666666666667
193981042,One Piece - Tập 100 :  Haki Bá vương,Eiichiro Oda,22000,21900,2712.0,One Piece - Tập 100 :  Haki Bá vương,527,5.0,,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/84/dc/64/a069f9e2b926e28cfc15da7c8e19850b.jpg,,"{'Chinh phục': 0.13357619914996965, 'Kiến tạo': 0.3096539162112933, 'Tri thức': 0.06071645415907711, 'Tự do': 0.3278688524590164, 'Kết nối': 0.054644808743169404, 'Đa động lực': 0.1135397692774742}",Tự do,0.3278688524590164
155463025,Nghệ Thuật Bán Hàng Bậc Cao - Bí Quyết Chốt Deal Mọi Thời Đại (Khổ Lớn)(Tái Bản),Zig Ziglar,198000,112800,588.0,Sách Marketing - Bán hàng ,58,5.0,504,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/media/catalog/producttmp/bf/89/81/318903abe7183f633d87089262501ca7.jpg,,"{'Chinh phục': 0.46877561055564665, 'Kiến tạo': 0.2409441075233568, 'Tri thức': 0.06884117357810195, 'Tự do': 0.18357646287493856, 'Kết nối': 0.0, 'Đa động lực': 0.03786264546795607}",Chinh phục,0.46877561055564665
27611077,Hackers Ielts: Writing,Viện ngôn ngữ Hackers,239000,156000,6892.0,Sách Học Tiếng Anh,1149,4.8,452,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/51/1e/85/7793d19ae470e25f1ab0cf3455ed8d62.jpg,,"{'Chinh phục': 0.10329754525898056, 'Kiến tạo': 0.2252585876644107, 'Tri thức': 0.13820810781607615, 'Tự do': 0.1959667200377199, 'Kết nối': 0.13985835387955167, 'Đa động lực': 0.197410685343261}",Đa động lực,0.197410685343261
156824933,Thám tử lừng danh Conan Tập 99,Gosho Aoyama,20000,20000,5491.0,Thám tử lừng danh Conan Tập 99,1396,5.0,184,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/f0/bd/00/0c66fb626acd661f81799bde24dd9e47.jpg,,"{'Chinh phục': 0.17813765182186236, 'Kiến tạo': 0.30607287449392717, 'Tri thức': 0.03967611336032389, 'Tự do': 0.3797570850202429, 'Kết nối': 0.0340080971659919, 'Đa động lực': 0.062348178137651825}",Tự do,0.3797570850202429
3955683,Chuyện Con Ốc Sên Muốn Biết Tại Sao Nó Chậm Chạp (Tái Bản),Luis Sepulveda,39000,23400,5828.0,Sách tư duy - Kỹ năng sống,301,4.8,82,,https://salt.tikicdn.com/ts/product/15/f3/ee/a959ae23fcedf4f09ca61f1929ac3b94.jpg,,"{'Chinh phục': 0.17580896053058925, 'Kiến tạo': 0.17858669082579787, 'Tri thức': 0.07448590622382524, 'Tự do': 0.2620468026187587, 'Kết nối': 0.14717697133382338, 'Đa động lực': 0.16189466846720568}",Đa động lực,0.16189466846720568
76175424,Vụ Án Mạng Ở Nhà Khách Núi Hakuba,Higashino Keigo,138000,82800,3214.0,Truyện trinh thám,760,4.8,336,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/32/aa/12/a6314310c71255548840e62b323877c4.jpg,,"{'Chinh phục': 0.18694273233199687, 'Kiến tạo': 0.2657830171743163, 'Tri thức': 0.03769971874812997, 'Tự do': 0.283376219256777, 'Kết nối': 0.08796601041230327, 'Đa động lực': 0.13823230207647655}",Đa động lực,0.13823230207647655
5914507,Quân Vương (Tái Bản),Machiavelli,68000,40800,2443.0,Tiểu sử - Hồi ký,283,4.8,215,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/6c/cc/4c/a9ee7c5e7cde9363d9d36e2132fa7784.jpg,,"{'Chinh phục': 0.15457036464554205, 'Kiến tạo': 0.1577590539861319, 'Tri thức': 0.10328110728588491, 'Tự do': 0.2122370006863789, 'Kết nối': 0.19861751401131714, 'Đa động lực': 0.17353495938474509}",Đa động lực,0.17353495938474509
205227772,1111 - Nhật Ký Sáu Vạn Dặm Trên Yên Xe Cà Tàng,,325000,292500,,Sách Địa Danh - Du Lịch,0,0.0,,NXB Trẻ,https://salt.tikicdn.com/ts/product/51/15/ce/b79555620f87a9ab52e8dc698b2a62a0.jpg,,"{'Chinh phục': 0.0, 'Kiến tạo': 0.0, 'Tri thức': 1.0, 'Tự do': 0.0, 'Kết nối': 0.0, 'Đa động lực': 0.0}",Tri thức,1.0
832239,Thiên Môn Chi Tâm,Phương Bạch Vũ,77000,15400,512.0,Tiểu Thuyết,26,4.5,252,,https://salt.tikicdn.com/ts/product/64/c5/3d/fd30c909fe2c74e61f9734214f720cff.jpg,,"{'Chinh phục': 0.1559177888022679, 'Kiến tạo': 0.23387668320340183, 'Tri thức': 0.148830616583983, 'Tự do': 0.148830616583983, 'Kết nối': 0.148830616583983, 'Đa động lực': 0.16371367824238128}",Đa động lực,0.16371367824238128
202878485,Shaman King - Tập 20,Hiroyuki Takei,35000,30400,220.0,Shaman King - Tập 20,15,5.0,,NXB Trẻ,https://salt.tikicdn.com/ts/product/60/83/57/c037cd30f0625151e9699d54b3887682.jpg,,"{'Chinh phục': 0.37446808510638296, 'Kiến tạo': 0.625531914893617, 'Tri thức': 0.0, 'Tự do': 0.0, 'Kết nối': 0.0, 'Đa động lực': 0.0}",Kiến tạo,0.625531914893617
205033835,Một năm sống tử tế,Donna Cameron,168000,100800,64.0,Tác phẩm kinh điển,5,5.0,422,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/14/e8/7c/b3931b10cba36e1bac2f4a835df0f73d.jpg,,"{'Chinh phục': 0.2525832376578645, 'Kiến tạo': 0.0, 'Tri thức': 0.24110218140068884, 'Tự do': 0.0, 'Kết nối': 0.24110218140068884, 'Đa động lực': 0.26521239954075776}",Đa động lực,0.26521239954075776
203757840,Blue Flag - Tập 6,,45000,42000,177.0,Blue Flag - Tập 6,15,5.0,,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/b1/20/b1/cea39d49a09ba94fb1e8f178a6929f28.jpg,,"{'Chinh phục': 0.12256267409470753, 'Kiến tạo': 0.35097493036211697, 'Tri thức': 0.058495821727019504, 'Tự do': 0.35097493036211697, 'Kết nối': 0.11699164345403901, 'Đa động lực': 0.0}",Kiến tạo,0.35097493036211697
47342678,Không Giới Hạn - Khám Phá HO'OPONOPONO,Joe Vitale,149000,123000,11789.0,Sách tư duy - Kỹ năng sống,1633,5.0,304,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/54/c8/f8/852db0cf479b5761b8be1fd4dd2df043.jpg,,"{'Chinh phục': 0.17990654205607473, 'Kiến tạo': 0.17373164218958612, 'Tri thức': 0.13768357810413884, 'Tự do': 0.22429906542056074, 'Kết nối': 0.13017356475300398, 'Đa động lực': 0.1542056074766355}",Đa động lực,0.1542056074766355
58616755,Content Bạc Tỷ,Diệp Tiểu Ngư,149000,101000,3533.0,Sách Marketing - Bán hàng ,578,4.8,384,Nhà Xuất Bản Công Thương,https://salt.tikicdn.com/ts/product/b3/61/44/f103a78dc233bed540c53ad0ff4eb9fe.jpg,,"{'Chinh phục': 0.2034132868843169, 'Kiến tạo': 0.13403802217861, 'Tri thức': 0.10898418625737447, 'Tự do': 0.25930720178478756, 'Kết nối': 0.1578391663037837, 'Đa động lực': 0.13641813659112736}",Đa động lực,0.13641813659112736
102629318,999 Lá Thư Gửi Cho Chính Mình (*) - Tập 1 - Mong Bạn Trở Thành Phiên Bản Hoàn Hảo Nhất (Tái bản),Miêu Công Tử,129000,90001,4660.0,Sách tư duy - Kỹ năng sống,778,4.8,232,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/be/09/77/318235602423372f040b3493abf4efca.jpg,,"{'Chinh phục': 0.19104393541119039, 'Kiến tạo': 0.14950244085617725, 'Tri thức': 0.07064401051445739, 'Tự do': 0.18400300413067971, 'Kết nối': 0.21686068343972967, 'Đa động lực': 0.1879459256477657}",Đa động lực,0.1879459256477657
176550321,Bàn Về Ham Muốn: Tại Sao Chúng Ta Muốn Thứ Mà Ta Muốn,William B. Irvine,169000,118300,1223.0,Sách nghệ thuật sống đẹp,125,4.8,372,Nhà Xuất Bản Công Thương,https://salt.tikicdn.com/ts/product/ec/0d/db/881ef8e65256f339b31a35ae03c5de75.jpg,,"{'Chinh phục': 0.09269841938661033, 'Kiến tạo': 0.20572728757051134, 'Tri thức': 0.20683334825637434, 'Tự do': 0.16812122425117057, 'Kết nối': 0.12830303956010383, 'Đa động lực': 0.1983166809752295}",Đa động lực,0.1983166809752295
166033489,Hoàng Tử Bé (Tái Bản 2022),Antoine De Saint-Exupéry,35000,30100,1142.0,Truyện kể cho bé,143,5.0,112,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/2b/fd/60/96a7a7b9b2a7fac4cc1600918c59b8cf.jpg,,"{'Chinh phục': 0.09936375775665698, 'Kiến tạo': 0.22680857748802136, 'Tri thức': 0.0989710156311366, 'Tự do': 0.24330374675987748, 'Kết nối': 0.1319613541748488, 'Đa động lực': 0.19959154818945882}",Đa động lực,0.19959154818945882
194205620,Người Hướng Nội Trong Thế Giới Hướng Ngoại,Insook Nam,105000,84100,280.0,Sách tư duy - Kỹ năng sống,22,5.0,200,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/45/e2/26/528d8f28cb1d3c30779f15684a215c85.jpg,,"{'Chinh phục': 0.30167980802194033, 'Kiến tạo': 0.34196091875214263, 'Tri thức': 0.19797737401439833, 'Tự do': 0.0, 'Kết nối': 0.0, 'Đa động lực': 0.15838189921151868}",Kiến tạo,0.34196091875214263
480226,Chúng Ta Sẽ Nói Gì Khi Gặp Lại Nhau,TS. Nguyễn Thị Hậu,50000,10000,459.0,Lĩnh vực khác,11,3.9,164,,https://salt.tikicdn.com/media/catalog/product/c/h/chung-ta.jpg,,"{'Chinh phục': 0.1667576253714147, 'Kiến tạo': 0.24407252440725247, 'Tri thức': 0.08489479109817476, 'Tự do': 0.16978958219634951, 'Kết nối': 0.2037474986356194, 'Đa động lực': 0.1307379782911891}",Đa động lực,0.1307379782911891
92859698,Tâm Lý Học Biểu Cảm,Mã Hạo Thiên,98000,63001,6134.0,Sách tư duy - Kỹ năng sống,1332,5.0,252,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/0f/b5/c3/0fd8f6c4b9b8070d747465351a02a9b3.jpg,,"{'Chinh phục': 0.1342392448432299, 'Kiến tạo': 0.18067381999127446, 'Tri thức': 0.14992082935446177, 'Tự do': 0.1992537518343488, 'Kết nối': 0.15056151665939535, 'Đa động lực': 0.18535083731728969}",Đa động lực,0.18535083731728969
205815553,"Sự Thông Minh Trong Hài Hước: Nói Tinh Tế, Dễ Vào Tim",,139000,139000,72.0,Sách tư duy - Kỹ năng sống,0,0.0,247,Nhà Xuất Bản Hồng Đức,https://salt.tikicdn.com/ts/product/55/11/4a/d9aa2f398ca67fba315157c6b589655a.jpg,,"{'Chinh phục': 0.0, 'Kiến tạo': 0.3333333333333333, 'Tri thức': 0.6666666666666666, 'Tự do': 0.0, 'Kết nối': 0.0, 'Đa động lực': 0.0}",Tri thức,0.6666666666666666
45321594,Nghệ Thuật Bán Hàng Của Người Hướng Nội,Matthew Pollard,119000,101000,,Sách kỹ năng làm việc,0,0.0,220,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/47/dc/e0/7f71fa3092d60e88e3f9ad6ef85de2c8.jpg,,"{'Chinh phục': 0.2813186813186813, 'Kiến tạo': 0.16543456543456544, 'Tri thức': 0.0995004995004995, 'Tự do': 0.18221778221778223, 'Kết nối': 0.1198801198801199, 'Đa động lực': 0.15164835164835164}",Đa động lực,0.15164835164835164
10325548,How Food Works - Hiểu Hết Về Thức Ăn,,300000,180000,5848.0,Sách Học Tiếng Anh,626,4.7,255,,https://salt.tikicdn.com/ts/product/df/65/5d/c24f97487071d8c2440ce2996514a0ae.jpg,,"{'Chinh phục': 0.18493780893020353, 'Kiến tạo': 0.1868024711359461, 'Tri thức': 0.16882835020190318, 'Tự do': 0.20991205519400127, 'Kết nối': 0.11747371896178053, 'Đa động lực': 0.13204559557616533}",Đa động lực,0.13204559557616533
196411152,"The Mountain Is You - Nếu Không Giải Quyết Vấn Đề, Bạn Sẽ Trở Thành Vấn Đề",Brianna Wiest,148000,118400,,Sách tư duy - Kỹ năng sống,0,0.0,303,Nhà Xuất Bản Hồng Đức,https://salt.tikicdn.com/ts/product/4a/59/e8/e3ab2c1fdc09924562243217fcadf17b.jpg,,"{'Chinh phục': 0.0, 'Kiến tạo': 0.548780487804878, 'Tri thức': 0.18292682926829268, 'Tự do': 0.0, 'Kết nối': 0.0, 'Đa động lực': 0.26829268292682934}",Kiến tạo,0.548780487804878
